2 3464 6928
0 2745 480 555
1 2745 564 524
0 2746 484 555
1 2746 567 523
0 2747 608 555
1 2747 650 519
0 2748 654 555
1 2748 697 518
0 2749 740 555
1 2749 763 515
0 2750 804 555
1 2750 824 514
0 2751 813 555
1 2751 833 513
0 2752 466 556
1 2752 551 525
0 2753 482 556
1 2753 566 525
0 2754 624 556
1 2754 666 519
0 2755 761 556
1 2755 783 516
0 2756 771 556
1 2756 793 515
0 2757 785 556
1 2757 806 514
0 2758 794 556
1 2758 815 515
0 2759 847 556
1 2759 864 513
0 2760 853 556
1 2760 871 513
0 2761 875 556
1 2761 892 513
0 2762 893 556
1 2762 908 512
0 2763 900 556
1 2763 915 512
0 2764 403 557
1 2764 489 528
0 2765 602 557
1 2765 644 521
0 2766 608 557
1 2766 650 521
0 2767 639 557
1 2767 681 520
0 2768 776 557
1 2768 798 516
0 2769 859 557
1 2769 876 514
0 2770 866 557
1 2770 883 513
0 2771 870 557
1 2771 886 513
0 2772 425 558
1 2772 514 529
0 2773 488 558
1 2773 571 526
0 2774 748 558
1 2774 770 518
0 2775 770 558
1 2775 792 517
0 2776 808 558
1 2776 828 516
0 2777 826 558
1 2777 846 516
0 2778 907 558
1 2778 921 513
0 2779 916 558
1 2779 930 513
0 2780 419 559
1 2780 507 530
0 2781 456 559
1 2781 542 527
0 2782 464 559
1 2782 551 528
0 2783 626 559
1 2783 668 522
0 2784 656 559
1 2784 699 522
0 2785 757 559
1 2785 779 519
0 2786 778 559
1 2786 800 518
0 2787 799 559
1 2787 820 517
0 2788 835 559
1 2788 854 517
0 2789 842 559
1 2789 860 516
0 2790 848 559
1 2790 866 516
0 2791 884 559
1 2791 900 515
0 2792 505 560
1 2792 586 528
0 2793 762 560
1 2793 785 519
0 2794 783 560
1 2794 804 519
0 2795 916 560
1 2795 930 515
0 2796 335 561
1 2796 410 534
0 2797 424 561
1 2797 513 532
0 2798 728 561
1 2798 751 521
0 2799 740 561
1 2799 763 521
0 2800 834 562
1 2800 853 519
0 2801 856 562
1 2801 874 518
0 2802 887 562
1 2802 903 518
0 2803 900 562
1 2803 914 517
0 2804 364 563
1 2804 444 536
0 2805 479 563
1 2805 563 532
0 2806 496 563
1 2806 578 531
0 2807 769 563
1 2807 791 522
0 2808 777 563
1 2808 798 522
0 2809 782 563
1 2809 804 522
0 2810 373 564
1 2810 454 536
0 2811 462 564
1 2811 548 533
0 2812 508 564
1 2812 588 532
0 2813 797 564
1 2813 818 522
0 2814 847 564
1 2814 865 521
0 2815 907 564
1 2815 922 519
0 2816 486 565
1 2816 569 533
0 2817 800 565
1 2817 821 523
0 2818 844 565
1 2818 863 522
0 2819 873 566
1 2819 890 522
0 2820 890 566
1 2820 905 522
0 2821 838 567
1 2821 857 524
0 2822 875 567
1 2822 892 523
0 2823 518 568
1 2823 597 536
0 2824 484 569
1 2824 568 538
0 2825 602 569
1 2825 644 533
0 2826 830 570
1 2826 850 527
0 2827 453 571
1 2827 541 541
0 2828 245 572
1 2828 304 549
0 2829 884 572
1 2829 901 527
0 2830 921 572
1 2830 934 526
0 2831 874 574
1 2831 891 529
0 2832 307 575
1 2832 379 551
0 2833 462 575
1 2833 548 544
0 2834 923 575
1 2834 937 529
0 2835 279 577
1 2835 345 553
0 2836 310 578
1 2836 381 553
0 2837 315 578
1 2837 387 554
0 2838 365 578
1 2838 446 551
0 2839 735 578
1 2839 761 538
0 2840 448 579
1 2840 537 549
0 2841 495 579
1 2841 578 547
0 2842 658 579
1 2842 702 541
0 2843 721 579
1 2843 747 539
0 2844 873 579
1 2844 892 534
0 2845 751 580
1 2845 776 539
0 2846 753 580
1 2846 779 539
0 2847 315 581
1 2847 387 556
0 2848 458 581
1 2848 545 551
0 2849 494 581
1 2849 576 550
0 2850 765 582
1 2850 790 540
0 2851 418 583
1 2851 506 555
0 2852 482 583
1 2852 566 552
0 2853 359 584
1 2853 439 557
0 2854 522 584
1 2854 600 551
0 2855 813 584
1 2855 837 541
0 2856 347 585
1 2856 425 559
0 2857 376 585
1 2857 459 558
0 2858 765 585
1 2858 790 543
0 2859 785 585
1 2859 810 542
0 2860 818 585
1 2860 840 542
0 2861 780 586
1 2861 804 544
0 2862 801 586
1 2862 825 543
0 2863 824 586
1 2863 847 542
0 2864 596 587
1 2864 640 551
0 2865 808 587
1 2865 832 544
0 2866 491 588
1 2866 575 556
0 2867 816 588
1 2867 839 545
0 2868 829 588
1 2868 851 544
0 2869 855 589
1 2869 876 544
0 2870 895 589
1 2870 914 543
0 2871 843 594
1 2871 865 549
0 2872 905 594
1 2872 923 547
0 2873 895 595
1 2873 913 548
0 2874 929 595
1 2874 944 547
0 2875 925 596
1 2875 941 548
0 2876 933 596
1 2876 949 548
0 2877 943 596
1 2877 958 548
0 2878 941 597
1 2878 956 549
0 2879 915 598
1 2879 932 551
0 2880 904 599
1 2880 921 551
0 2881 948 600
1 2881 962 551
0 2882 434 601
1 2882 524 573
0 2883 599 601
1 2883 643 565
0 2884 624 601
1 2884 669 564
0 2885 905 601
1 2885 923 554
0 2886 603 602
1 2886 648 566
0 2887 615 602
1 2887 659 565
0 2888 752 603
1 2888 777 561
0 2889 613 605
1 2889 657 568
0 2890 641 605
1 2890 686 567
0 2891 645 605
1 2891 691 567
0 2892 764 605
1 2892 792 563
0 2893 621 606
1 2893 665 569
0 2894 630 606
1 2894 675 569
0 2895 635 606
1 2895 680 568
0 2896 638 606
1 2896 683 568
0 2897 653 607
1 2897 698 568
0 2898 762 607
1 2898 789 565
0 2899 925 607
1 2899 940 558
0 2900 643 608
1 2900 688 570
0 2901 673 608
1 2901 719 569
0 2902 655 609
1 2902 701 571
0 2903 923 609
1 2903 939 560
0 2904 929 609
1 2904 945 561
0 2905 640 610
1 2905 685 572
0 2906 646 610
1 2906 691 572
0 2907 649 610
1 2907 694 572
0 2908 285 612
1 2908 357 590
0 2909 927 612
1 2909 943 563
0 2910 904 614
1 2910 921 566
0 2911 907 614
1 2911 924 566
0 2912 421 615
1 2912 513 587
0 2913 429 616
1 2913 523 588
0 2914 901 616
1 2914 919 567
0 2915 933 617
1 2915 948 567
0 2916 947 619
1 2916 961 569
0 2917 950 619
1 2917 964 569
0 2918 491 620
1 2918 578 589
0 2919 918 620
1 2919 935 571
0 2920 937 620
1 2920 951 570
0 2921 451 621
1 2921 543 592
0 2922 486 621
1 2922 574 590
0 2923 910 621
1 2923 927 572
0 2924 423 622
1 2924 516 594
0 2925 444 622
1 2925 537 593
0 2926 913 622
1 2926 930 573
0 2927 433 623
1 2927 527 595
0 2928 943 623
1 2928 957 573
0 2929 919 624
1 2929 937 575
0 2930 924 624
1 2930 941 575
0 2931 945 624
1 2931 959 574
0 2932 428 625
1 2932 522 597
0 2933 195 626
1 2933 248 609
0 2934 246 626
1 2934 310 607
0 2935 412 629
1 2935 504 602
0 2936 439 631
1 2936 533 602
0 2937 243 633
1 2937 308 614
0 2938 361 636
1 2938 446 611
0 2939 526 636
1 2939 608 603
0 2940 476 639
1 2940 565 609
0 2941 294 643
1 2941 382 622
0 2942 423 647
1 2942 516 619
0 2943 433 648
1 2943 527 621
0 2944 804 72
1 2944 828 44
0 2945 714 74
1 2945 738 40
0 2946 734 74
1 2946 758 42
0 2947 840 74
1 2947 862 48
0 2948 866 76
1 2948 888 52
0 2949 812 78
1 2949 836 50
0 2950 612 80
1 2950 634 40
0 2951 738 80
1 2951 764 48
0 2952 808 80
1 2952 832 52
0 2953 674 82
1 2953 698 46
0 2954 734 86
1 2954 760 54
0 2955 418 88
1 2955 440 36
0 2956 604 88
1 2956 626 48
0 2957 696 90
1 2957 720 56
0 2958 704 90
1 2958 728 56
0 2959 800 90
1 2959 824 62
0 2960 682 92
1 2960 706 56
0 2961 612 94
1 2961 634 54
0 2962 664 94
1 2962 686 56
0 2963 618 96
1 2963 640 56
0 2964 772 96
1 2964 796 66
0 2965 784 96
1 2965 808 66
0 2966 432 100
1 2966 436 50
0 2967 602 100
1 2967 624 60
0 2968 896 100
1 2968 916 76
0 2969 604 104
1 2969 624 64
0 2970 732 104
1 2970 756 72
0 2971 738 104
1 2971 762 72
0 2972 894 104
1 2972 914 80
0 2973 610 106
1 2973 632 66
0 2974 692 106
1 2974 716 72
0 2975 632 112
1 2975 654 74
0 2976 740 112
1 2976 764 80
0 2977 762 112
1 2977 786 80
0 2978 496 114
1 2978 524 68
0 2979 606 114
1 2979 628 74
0 2980 624 114
1 2980 646 76
0 2981 826 114
1 2981 850 86
0 2982 588 116
1 2982 608 74
0 2983 664 116
1 2983 686 80
0 2984 798 120
1 2984 822 90
0 2985 574 122
1 2985 594 82
0 2986 726 122
1 2986 750 90
0 2987 786 122
1 2987 810 92
0 2988 762 124
1 2988 786 92
0 2989 776 124
1 2989 800 94
0 2990 586 128
1 2990 606 88
0 2991 752 128
1 2991 776 96
0 2992 796 128
1 2992 820 98
0 2993 438 130
1 2993 460 82
0 2994 782 130
1 2994 806 100
0 2995 736 132
1 2995 760 100
0 2996 744 134
1 2996 768 102
0 2997 778 134
1 2997 802 104
0 2998 436 136
1 2998 460 88
0 2999 700 136
1 2999 724 102
0 3000 502 138
1 3000 530 94
0 3001 644 138
1 3001 666 102
0 3002 780 138
1 3002 804 108
0 3003 668 140
1 3003 692 104
0 3004 656 144
1 3004 678 108
0 3005 664 146
1 3005 688 110
0 3006 786 150
1 3006 810 120
0 3007 790 150
1 3007 814 120
0 3008 826 152
1 3008 848 124
0 3009 776 154
1 3009 800 124
0 3010 788 154
1 3010 812 124
0 3011 488 156
1 3011 518 112
0 3012 652 156
1 3012 676 120
0 3013 716 156
1 3013 740 122
0 3014 832 156
1 3014 854 128
0 3015 296 158
1 3015 282 104
0 3016 622 160
1 3016 644 122
0 3017 714 162
1 3017 738 128
0 3018 746 162
1 3018 770 130
0 3019 486 164
1 3019 516 120
0 3020 630 166
1 3020 652 130
0 3021 740 168
1 3021 764 136
0 3022 388 170
1 3022 406 122
0 3023 364 172
1 3023 378 122
0 3024 480 174
1 3024 508 130
0 3025 792 178
1 3025 816 148
0 3026 848 180
1 3026 870 152
0 3027 152 186
1 3027 108 128
0 3028 432 186
1 3028 452 140
0 3029 680 186
1 3029 704 152
0 3030 744 186
1 3030 768 154
0 3031 858 186
1 3031 878 158
0 3032 266 188
1 3032 248 136
0 3033 494 188
1 3033 524 146
0 3034 822 188
1 3034 844 160
0 3035 840 188
1 3035 862 160
0 3036 476 190
1 3036 504 146
0 3037 714 192
1 3037 738 158
0 3038 746 194
1 3038 770 162
0 3039 778 194
1 3039 802 164
0 3040 832 194
1 3040 854 166
0 3041 456 196
1 3041 478 152
0 3042 686 196
1 3042 710 162
0 3043 706 196
1 3043 730 162
0 3044 716 198
1 3044 740 164
0 3045 500 200
1 3045 529 157
0 3046 686 202
1 3046 710 168
0 3047 736 204
1 3047 760 172
0 3048 772 204
1 3048 796 172
0 3049 660 208
1 3049 684 172
0 3050 246 210
1 3050 224 158
0 3051 390 210
1 3051 404 164
0 3052 462 212
1 3052 484 168
0 3053 766 216
1 3053 790 184
0 3054 774 220
1 3054 798 188
0 3055 726 224
1 3055 750 192
0 3056 810 224
1 3056 832 194
0 3057 820 224
1 3057 842 194
0 3058 834 224
1 3058 856 194
0 3059 836 228
1 3059 858 198
0 3060 608 230
1 3060 630 194
0 3061 662 230
1 3061 684 196
0 3062 626 234
1 3062 648 198
0 3063 408 236
1 3063 424 192
0 3064 538 236
1 3064 562 196
0 3065 650 236
1 3065 674 200
0 3066 462 240
1 3066 484 198
0 3067 628 240
1 3067 650 204
0 3068 646 242
1 3068 670 206
0 3069 686 242
1 3069 710 208
0 3070 412 244
1 3070 426 200
0 3071 466 244
1 3071 488 204
0 3072 868 246
1 3072 888 216
0 3073 682 250
1 3073 706 216
0 3074 806 250
1 3074 830 219
0 3075 860 250
1 3075 880 220
0 3076 846 252
1 3076 866 222
0 3077 328 254
1 3077 330 210
0 3078 474 254
1 3078 498 214
0 3079 646 254
1 3079 668 220
0 3080 758 254
1 3080 782 222
0 3081 318 256
1 3081 320 210
0 3082 800 256
1 3082 824 224
0 3083 744 258
1 3083 768 224
0 3084 434 260
1 3084 452 220
0 3085 522 262
1 3085 548 222
0 3086 714 262
1 3086 738 228
0 3087 396 264
1 3087 412 222
0 3088 710 264
1 3088 734 230
0 3089 722 264
1 3089 746 230
0 3090 390 266
1 3090 406 224
0 3091 416 270
1 3091 430 228
0 3092 802 270
1 3092 824 238
0 3093 510 272
1 3093 538 234
0 3094 294 274
1 3094 290 232
0 3095 520 278
1 3095 544 240
0 3096 580 278
1 3096 608 242
0 3097 266 280
1 3097 250 234
0 3098 788 280
1 3098 810 248
0 3099 560 284
1 3099 588 246
0 3100 782 284
1 3100 806 252
0 3101 810 286
1 3101 832 254
0 3102 218 288
1 3102 192 242
0 3103 438 288
1 3103 458 248
0 3104 708 288
1 3104 732 254
0 3105 748 288
1 3105 772 256
0 3106 830 288
1 3106 852 256
0 3107 866 288
1 3107 886 258
0 3108 716 290
1 3108 740 256
0 3109 770 290
1 3109 794 258
0 3110 790 290
1 3110 812 258
0 3111 126 292
1 3111 76 244
0 3112 558 292
1 3112 584 254
0 3113 732 292
1 3113 756 258
0 3114 548 294
1 3114 572 256
0 3115 794 294
1 3115 816 262
0 3116 914 294
1 3116 930 264
0 3117 298 296
1 3117 294 254
0 3118 644 296
1 3118 682 260
0 3119 742 296
1 3119 766 264
0 3120 822 296
1 3120 844 264
0 3121 482 298
1 3121 506 258
0 3122 98 300
1 3122 42 252
0 3123 332 302
1 3123 332 260
0 3124 664 304
1 3124 700 268
0 3125 450 310
1 3125 470 270
0 3126 734 312
1 3126 758 278
0 3127 562 314
1 3127 588 278
0 3128 752 314
1 3128 776 280
0 3129 254 316
1 3129 248 274
0 3130 754 318
1 3130 778 284
0 3131 844 318
1 3131 864 286
0 3132 584 320
1 3132 612 284
0 3133 864 320
1 3133 882 288
0 3134 742 322
1 3134 764 288
0 3135 746 322
1 3135 770 288
0 3136 856 322
1 3136 876 290
0 3137 202 324
1 3137 172 282
0 3138 440 324
1 3138 462 286
0 3139 754 324
1 3139 778 290
0 3140 762 324
1 3140 786 290
0 3141 818 324
1 3141 840 292
0 3142 246 326
1 3142 240 284
0 3143 320 326
1 3143 318 286
0 3144 342 326
1 3144 344 286
0 3145 480 326
1 3145 504 288
0 3146 704 326
1 3146 728 292
0 3147 714 326
1 3147 738 292
0 3148 728 328
1 3148 752 294
0 3149 876 328
1 3149 896 296
0 3150 710 330
1 3150 732 296
0 3151 738 330
1 3151 762 296
0 3152 826 330
1 3152 846 296
0 3153 646 332
1 3153 680 296
0 3154 726 332
1 3154 750 298
0 3155 706 336
1 3155 730 302
0 3156 732 336
1 3156 756 302
0 3157 790 336
1 3157 812 302
0 3158 564 338
1 3158 590 302
0 3159 276 340
1 3159 272 300
0 3160 730 342
1 3160 752 308
0 3161 570 344
1 3161 598 308
0 3162 708 344
1 3162 732 310
0 3163 230 346
1 3163 218 306
0 3164 554 346
1 3164 578 310
0 3165 338 348
1 3165 342 308
0 3166 248 354
1 3166 238 314
0 3167 570 354
1 3167 598 318
0 3168 562 356
1 3168 588 320
0 3169 576 356
1 3169 604 320
0 3170 594 356
1 3170 622 320
0 3171 744 356
1 3171 768 322
0 3172 566 358
1 3172 594 322
0 3173 730 358
1 3173 752 324
0 3174 808 358
1 3174 830 324
0 3175 828 358
1 3175 850 324
0 3176 780 360
1 3176 802 326
0 3177 260 362
1 3177 252 324
0 3178 702 362
1 3178 726 326
0 3179 752 362
1 3179 776 328
0 3180 802 362
1 3180 822 328
0 3181 772 364
1 3181 794 330
0 3182 820 364
1 3182 840 330
0 3183 486 368
1 3183 512 332
0 3184 496 368
1 3184 522 332
0 3185 428 370
1 3185 454 334
0 3186 470 370
1 3186 494 334
0 3187 846 370
1 3187 866 336
0 3188 458 372
1 3188 482 336
0 3189 500 372
1 3189 528 336
0 3190 156 374
1 3190 118 336
0 3191 452 378
1 3191 478 342
0 3192 548 378
1 3192 574 342
0 3193 746 380
1 3193 770 346
0 3194 800 380
1 3194 822 344
0 3195 436 382
1 3195 460 346
0 3196 486 382
1 3196 512 346
0 3197 456 384
1 3197 482 348
0 3198 462 384
1 3198 488 348
0 3199 556 384
1 3199 582 348
0 3200 872 384
1 3200 892 350
0 3201 338 386
1 3201 342 350
0 3202 468 388
1 3202 494 352
0 3203 754 390
1 3203 776 354
0 3204 356 392
1 3204 364 356
0 3205 472 392
1 3205 496 356
0 3206 692 394
1 3206 714 358
0 3207 788 394
1 3207 810 358
0 3208 596 396
1 3208 624 360
0 3209 160 398
1 3209 124 362
0 3210 468 398
1 3210 492 362
0 3211 538 398
1 3211 562 362
0 3212 800 398
1 3212 822 362
0 3213 400 400
1 3213 418 364
0 3214 464 400
1 3214 488 364
0 3215 488 400
1 3215 514 364
0 3216 838 400
1 3216 858 364
0 3217 762 402
1 3217 784 366
0 3218 748 404
1 3218 772 368
0 3219 642 406
1 3219 676 370
0 3220 726 406
1 3220 748 370
0 3221 802 408
1 3221 822 372
0 3222 876 408
1 3222 894 372
0 3223 762 410
1 3223 786 374
0 3224 862 410
1 3224 880 374
0 3225 722 412
1 3225 744 376
0 3226 750 412
1 3226 774 376
0 3227 760 414
1 3227 782 378
0 3228 804 414
1 3228 826 378
0 3229 904 414
1 3229 920 378
0 3230 790 416
1 3230 812 380
0 3231 856 416
1 3231 874 380
0 3232 750 418
1 3232 774 382
0 3233 816 418
1 3233 836 382
0 3234 788 420
1 3234 810 384
0 3235 824 420
1 3235 844 384
0 3236 692 422
1 3236 714 386
0 3237 704 422
1 3237 728 386
0 3238 718 422
1 3238 742 386
0 3239 188 424
1 3239 156 390
0 3240 724 424
1 3240 748 388
0 3241 750 424
1 3241 774 388
0 3242 858 426
1 3242 876 390
0 3243 754 428
1 3243 778 392
0 3244 780 428
1 3244 804 392
0 3245 252 430
1 3245 250 396
0 3246 336 430
1 3246 348 396
0 3247 236 438
1 3247 234 406
0 3248 720 440
1 3248 744 404
0 3249 446 442
1 3249 474 408
0 3250 460 442
1 3250 492 408
0 3251 904 442
1 3251 920 404
0 3252 412 444
1 3252 438 410
0 3253 660 444
1 3253 702 408
0 3254 444 446
1 3254 474 412
0 3255 470 446
1 3255 502 412
0 3256 716 448
1 3256 740 412
0 3257 748 448
1 3257 770 412
0 3258 754 448
1 3258 776 412
0 3259 220 450
1 3259 216 420
0 3260 632 450
1 3260 674 414
0 3261 654 450
1 3261 696 414
0 3262 590 452
1 3262 630 418
0 3263 746 452
1 3263 770 416
0 3264 884 452
1 3264 902 414
0 3265 324 456
1 3265 338 424
0 3266 730 456
1 3266 754 420
0 3267 372 458
1 3267 394 426
0 3268 402 458
1 3268 426 426
0 3269 656 458
1 3269 698 422
0 3270 788 458
1 3270 808 420
0 3271 854 458
1 3271 874 420
0 3272 888 458
1 3272 904 420
0 3273 906 458
1 3273 922 420
0 3274 420 460
1 3274 448 426
0 3275 470 460
1 3275 500 426
0 3276 730 460
1 3276 754 424
0 3277 740 460
1 3277 763 424
0 3278 506 462
1 3278 542 428
0 3279 516 464
1 3279 552 430
0 3280 528 464
1 3280 564 430
0 3281 578 464
1 3281 618 428
0 3282 656 466
1 3282 698 430
0 3283 718 466
1 3283 740 428
0 3284 464 468
1 3284 494 434
0 3285 668 468
1 3285 710 432
0 3286 174 470
1 3286 142 440
0 3287 510 470
1 3287 546 436
0 3288 624 470
1 3288 666 434
0 3289 660 474
1 3289 702 438
0 3290 672 474
1 3290 714 438
0 3291 774 476
1 3291 796 438
0 3292 862 484
1 3292 880 444
0 3293 830 486
1 3293 848 446
0 3294 890 486
1 3294 906 446
0 3295 768 488
1 3295 790 450
0 3296 782 488
1 3296 804 450
0 3297 896 488
1 3297 912 448
0 3298 850 490
1 3298 868 450
0 3299 764 494
1 3299 786 456
0 3300 792 498
1 3300 814 460
0 3301 774 504
1 3301 794 464
0 3302 838 504
1 3302 858 464
0 3303 610 506
1 3303 652 470
0 3304 828 508
1 3304 848 468
0 3305 668 510
1 3305 712 474
0 3306 736 510
1 3306 758 472
0 3307 744 510
1 3307 766 472
0 3308 616 512
1 3308 658 476
0 3309 752 512
1 3309 774 474
0 3310 786 512
1 3310 808 474
0 3311 604 514
1 3311 646 478
0 3312 612 516
1 3312 654 480
0 3313 626 516
1 3313 668 480
0 3314 636 516
1 3314 680 480
0 3315 740 516
1 3315 762 478
0 3316 652 518
1 3316 696 482
0 3317 884 518
1 3317 900 476
0 3318 606 524
1 3318 646 488
0 3319 720 524
1 3319 742 486
0 3320 724 524
1 3320 748 486
0 3321 734 526
1 3321 758 486
0 3322 832 528
1 3322 850 487
0 3323 874 528
1 3323 889 485
0 3324 660 530
1 3324 702 494
0 3325 724 530
1 3325 748 492
0 3326 746 530
1 3326 768 490
0 3327 734 532
1 3327 756 492
0 3328 784 532
1 3328 806 492
0 3329 84 534
1 3329 32 512
0 3330 378 534
1 3330 460 506
0 3331 470 534
1 3331 556 502
0 3332 718 534
1 3332 740 496
0 3333 752 534
1 3333 774 494
0 3334 776 538
1 3334 798 498
0 3335 820 540
1 3335 840 498
0 3336 514 542
1 3336 594 510
0 3337 760 542
1 3337 782 502
0 3338 802 542
1 3338 822 502
0 3339 464 544
1 3339 550 514
0 3340 610 544
1 3340 652 508
0 3341 828 544
1 3341 848 502
0 3342 256 546
1 3342 318 522
0 3343 510 546
1 3343 590 514
0 3344 648 548
1 3344 692 512
0 3345 750 548
1 3345 772 508
0 3346 492 550
1 3346 574 518
0 3347 662 550
1 3347 704 512
0 3348 422 552
1 3348 510 522
0 3349 592 552
1 3349 634 516
0 3350 600 552
1 3350 642 516
0 3351 606 552
1 3351 648 516
0 3352 740 552
1 3352 762 512
0 3353 766 552
1 3353 788 512
0 3354 818 552
1 3354 838 510
0 3355 610 554
1 3355 652 518
0 3356 750 554
1 3356 772 514
0 3357 254 556
1 3357 316 532
0 3358 600 558
1 3358 642 522
0 3359 756 560
1 3359 778 520
0 3360 802 560
1 3360 822 518
0 3361 822 560
1 3361 842 518
0 3362 636 562
1 3362 678 524
0 3363 376 564
1 3363 456 536
0 3364 480 564
1 3364 564 532
0 3365 492 564
1 3365 576 532
0 3366 402 566
1 3366 488 538
0 3367 416 566
1 3367 504 538
0 3368 462 566
1 3368 550 536
0 3369 320 574
1 3369 392 550
0 3370 922 576
1 3370 936 530
0 3371 724 580
1 3371 750 540
0 3372 774 584
1 3372 800 542
0 3373 782 584
1 3373 806 542
0 3374 802 584
1 3374 826 542
0 3375 494 586
1 3375 576 554
0 3376 904 596
1 3376 920 550
0 3377 930 600
1 3377 946 552
0 3378 938 600
1 3378 954 552
0 3379 656 606
1 3379 702 568
0 3380 920 608
1 3380 936 560
0 3381 932 610
1 3381 948 562
0 3382 904 616
1 3382 920 568
0 3383 922 618
1 3383 938 570
0 3384 454 634
1 3384 546 604
0 3385 472 638
1 3385 562 608
0 3386 740 72
1 3386 764 40
0 3387 784 80
1 3387 808 52
0 3388 808 80
1 3388 832 52
0 3389 664 92
1 3389 688 56
0 3390 736 100
1 3390 760 68
0 3391 608 104
1 3391 628 64
0 3392 508 116
1 3392 536 72
0 3393 536 116
1 3393 564 72
0 3394 736 132
1 3394 760 100
0 3395 632 176
1 3395 656 140
0 3396 320 188
1 3396 320 140
0 3397 480 192
1 3397 508 148
0 3398 332 200
1 3398 336 152
0 3399 620 204
1 3399 644 168
0 3400 728 224
1 3400 752 192
0 3401 660 232
1 3401 684 196
0 3402 532 244
1 3402 556 204
0 3403 484 252
1 3403 508 212
0 3404 760 252
1 3404 784 220
0 3405 440 256
1 3405 460 216
0 3406 436 272
1 3406 456 232
0 3407 812 288
1 3407 832 256
0 3408 864 288
1 3408 884 256
0 3409 444 292
1 3409 464 252
0 3410 428 296
1 3410 448 256
0 3411 720 312
1 3411 744 280
0 3412 652 316
1 3412 688 280
0 3413 856 320
1 3413 876 288
0 3414 868 320
1 3414 888 288
0 3415 248 340
1 3415 240 300
0 3416 656 348
1 3416 688 312
0 3417 592 360
1 3417 620 324
0 3418 700 364
1 3418 724 328
0 3419 752 376
1 3419 776 340
0 3420 572 380
1 3420 600 344
0 3421 600 380
1 3421 628 344
0 3422 504 384
1 3422 532 348
0 3423 260 388
1 3423 252 352
0 3424 724 388
1 3424 748 352
0 3425 380 392
1 3425 392 356
0 3426 464 392
1 3426 488 356
0 3427 204 404
1 3427 176 368
0 3428 812 404
1 3428 832 368
0 3429 636 408
1 3429 668 372
0 3430 644 408
1 3430 680 372
0 3431 772 412
1 3431 796 376
0 3432 696 416
1 3432 720 380
0 3433 796 420
1 3433 816 384
0 3434 852 420
1 3434 872 384
0 3435 756 428
1 3435 776 392
0 3436 740 432
1 3436 764 396
0 3437 792 432
1 3437 812 396
0 3438 216 440
1 3438 208 408
0 3439 264 440
1 3439 268 408
0 3440 328 440
1 3440 340 408
0 3441 724 456
1 3441 748 420
0 3442 608 460
1 3442 648 424
0 3443 736 464
1 3443 760 428
0 3444 624 468
1 3444 664 432
0 3445 668 468
1 3445 712 432
0 3446 368 484
1 3446 392 452
0 3447 796 512
1 3447 816 472
0 3448 812 512
1 3448 832 472
0 3449 144 520
1 3449 108 496
0 3450 612 520
1 3450 652 484
0 3451 452 536
1 3451 540 504
0 3452 160 540
1 3452 128 516
0 3453 724 540
1 3453 748 500
0 3454 740 548
1 3454 760 508
0 3455 620 556
1 3455 664 520
0 3456 276 560
1 3456 464 540
0 3457 760 560
1 3457 784 520
0 3458 452 580
1 3458 540 552
0 3459 416 584
1 3459 504 556
0 3460 600 600
1 3460 644 564
0 3461 928 600
1 3461 944 552
0 3462 912 604
1 3462 928 556
0 3463 916 612
1 3463 932 564
0.00000000000000000000e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
3.96717416167840300489e-02
-1.56806230016610564926e-01
9.01981522845022622159e-03
9.97419038721243933487e-01
-2.10605851489500343204e-03
-7.17692532629506940722e-02
2.06791284491666971235e+00
-1.82934224736600126171e+00
5.12141235940073347166e+00
2.25329712747835486653e+00
-1.79265207827863304324e+00
5.03476692320635077493e+00
2.43662181291987600673e+00
-1.76438031014096119442e+00
4.97201820165651842132e+00
1.88031338115784074638e+00
-1.83293597340202896184e+00
5.18692796124192856411e+00
1.91770693618606924424e+00
-1.82348978349098600482e+00
5.16533867081238273755e+00
1.97112110970905729523e+00
-1.81522003541578524910e+00
5.13622113351722031638e+00
2.11431489144413786718e+00
-1.78661424099735000048e+00
5.04869723923356783502e+00
1.66613561258490139316e+00
-1.86120267144096396272e+00
5.28940826843433509197e+00
1.76379700043680309740e+00
-1.83599783481819955888e+00
5.20692637829566695729e+00
2.14146737350619620344e+00
-1.78460566593090486087e+00
5.06815060790375060407e+00
1.80828652064076567108e+00
-1.83302614849708178646e+00
5.22246911294811244630e+00
1.84164028501723708864e+00
-1.82848348081468126125e+00
5.20603653502698104916e+00
1.98304564436725505594e+00
-1.81334155958580200974e+00
5.16730197314232686523e+00
2.19513120464694067024e+00
-1.76743997658349694113e+00
5.03132913752110333405e+00
2.04043678693017671577e+00
-1.79701607113590378084e+00
5.13289396704516942549e+00
1.61984904993020628616e+00
-1.83591680758823305730e+00
5.26808749759755112763e+00
1.76830614793767915138e+00
-1.82443852551250063065e+00
5.23940746962238357298e+00
2.08057183345298390975e+00
-1.77932125643522209835e+00
5.10535036743629344613e+00
2.16988523346021278115e+00
-1.75885700879583528611e+00
5.04579916589142385419e+00
2.27441220521218934181e+00
-1.76167663715489664078e+00
5.05372437066966728736e+00
1.39138678226093071011e+00
-1.86055255802962893341e+00
5.35260066257473088314e+00
1.41602410532793299147e+00
-1.85517957296413937840e+00
5.34414191393269621955e+00
